id,verdict,flags,layer,zone,row,encoded,read,form,confidence,for_this_zone,alternatives,fragment,note,quote,document
01614,agree,noted,or/multnomah/portland,CR,max_far,1.0,1,"ratio (FAR, x to 1)",clear,True,,Maximum FAR (see 33.130.205 and 33.130.212)   1 to 1 [1]   1.5 to 1   2.5 to 1   3 to 1   2.5 to 1   4 to 1,"The CR cell carries footnote [1], which does not change the FAR but adds a density cap of 1 unit per 2,500 sq ft on sites without a Retail Sales And Service or Office use; bonus FAR is NA in CR.","or/multnomah/portland/33.130.txt#L618,L619",or/multnomah/portland/33.130.txt
01615,agree,unclear+noted,or/multnomah/portland,CR,max_coverage_pct,75,75,percent,unclear,True,85% in the Inner Pattern Area,"Max. Building Coverage (% of site area) - Inner Pattern Area 85% ... - Eastern, Western, and River Pattern Areas 75% (CR column)","CR has two coverage caps depending on which pattern area the site is in and the passage does not say which — I report the lower (binding) 75 percent, but 85 percent is equally printed for this zone.","or/multnomah/portland/33.130.txt#L618,L656-L657",or/multnomah/portland/33.130.txt
01616,agree,,or/multnomah/portland,CR,min_landscaped_pct,15,15,percent,clear,True,,Min. Landscaped Area (% of site area) (see 33.130.225)   15%   15%   15%   15%   15%   None,,"or/multnomah/portland/33.130.txt#L618,L659",or/multnomah/portland/33.130.txt
01617,unscored,noted,or/multnomah/portland,CR,orientation_constraint,entrance_only,,"enum (entrance rule, no figure)",inferred,True,,Location. At least one main entrance for each structure must: a. Be within 8 feet of the longest street-facing wall of the structure; and b. Either: (1) Face the street ... (2) Be at an angle of up to 45 degrees,"No figure exists for this standard — it is an enum; the passage constrains only the main entrance (within 8 ft of the longest street-facing wall, facing the street, angled up to 45 degrees, or opening onto a porch) and never fixes the building's long axis, and it sits in 33.130.250 General Requirements for Small Housing Types rather than in a zone column.",or/multnomah/portland/33.130.txt#L1713-L1719,or/multnomah/portland/33.130.txt
01618,agree,noted,or/multnomah/portland,CR,max_density_du_per_acre,2500.0,2500,sq ft of site area per dwelling unit,inferred,True,no maximum density stated for CR on sites that do have a Retail Sales And Service or Office use,"[1] On sites that do not have a Retail Sales And Service or Office use, maximum density for Household Living is 1 unit per 2,500 square feet of site area.","This is footnote [1], which in the visible table is attached only to CR's Maximum FAR cell, and it binds only on sites without a Retail Sales And Service or Office use; the code states it as site area per unit, not units per acre.",or/multnomah/portland/33.130.txt#L668-L669,or/multnomah/portland/33.130.txt
01619,agree,noted,or/multnomah/portland,CM1,parking_max_per_unit,1.35,1.35,spaces per unit,inferred,True,"No maximum under Standard B off a commercial/mixed use or multi-dwelling site | 1 per 2 units under Standard A, which Table 266-1 applies only in EX","Household Living ... Standard B: No maximum, except 1.35 per unit on sites that are in a commercial/mixed use or multi-dwelling zone. Houses, attached houses and duplexes are exempt.","CM1 is reached only through Table 266-1's 'C' row, and Standard B exempts 'houses, attached houses and duplexes' — a four-unit attached townhouse on unit lots may fall in that exemption.","or/multnomah/portland/33.266.txt#L139,L153-L155,L157,L159-L162",or/multnomah/portland/33.266.txt
01620,agree_alt,noted,or/multnomah/portland,CM1,open_space_min_sqft,48.0,36,sq ft per dwelling unit,inferred,True,"48 sq ft per dwelling unit on sites more than 20,000 sq ft | 10 percent of total site area as common area on a site with a congregate housing facility","On sites that are up to 20,000 square feet in total area, at least 36 square feet of outdoor area is required for each dwelling unit on the site","The CM1 table cell only says 'Yes'; the figure comes from 33.130.228.B.1 and is banded by site size, so 36 holds only up to 20,000 sq ft.","or/multnomah/portland/33.130.txt#L618,L663-L664,L1263-L1269",or/multnomah/portland/33.130.txt
01621,agree,noted,or/multnomah/portland,CM1,setback_front_ft,0,0,feet,clear,True,10 ft. where the street lot line abuts a selected Civic Corridor,Min. Building Setbacks (see 33.130.215.B) - Street Lot Line   none   none   none   none   none   none,"The CM1 cell prints 'none', not a number — read as a zero-foot minimum.","or/multnomah/portland/33.130.txt#L618,L640",or/multnomah/portland/33.130.txt
01622,agree,,or/multnomah/portland,CM1,setback_front_ft [civic_corridor],10,10,feet,clear,True,none for an ordinary street lot line,- Street Lot Line abutting selected Civic Corridors   10 ft.   10 ft.   10 ft.   10 ft.   10 ft.   10 ft.,,"or/multnomah/portland/33.130.txt#L618,L641",or/multnomah/portland/33.130.txt
01623,agree,,or/multnomah/portland,CM1,setback_front_max_ft,10,10,feet,clear,True,20 ft. where the street lot line abuts a Selected Civic Corridor,Max. Building Setbacks (see 33.130.215.C) - Street Lot Line   10 ft.   10 ft.   10 ft.   10 ft.   10 ft.   10 ft.,,"or/multnomah/portland/33.130.txt#L618,L651-L652",or/multnomah/portland/33.130.txt
01624,agree,noted,or/multnomah/portland,CM1,setback_side_ft,10,10,feet,inferred,True,"none where the lot line abuts an OS, RX, C, E, or I zoned lot","- Lot Line Abutting RF – RM4, RMP, or IR zoned Lot   10 ft.   10 ft.   10 ft.   10 ft.   10 ft.   10 ft.",Table 130-2 states no unconditional side setback — the row is keyed to the neighbour's zoning and does not distinguish side from rear.,"or/multnomah/portland/33.130.txt#L618,L649",or/multnomah/portland/33.130.txt
01625,agree,noted,or/multnomah/portland,CM1,setback_side_ft [abuts_nonresidential_zone],0,0,feet,clear,True,"10 ft. where the lot line abuts an RF – RM4, RMP, or IR zoned lot","- Lot Line Abutting OS, RX, C, E, or I Zoned Lot   none   none   none   none   none   none",The cell prints 'none' rather than a figure; I read it as zero feet.,"or/multnomah/portland/33.130.txt#L618,L647",or/multnomah/portland/33.130.txt
01626,agree,noted,or/multnomah/portland,CM1,setback_rear_ft,10,10,feet,inferred,True,"none where the lot line abuts an OS, RX, C, E, or I zoned lot","- Lot Line Abutting RF – RM4, RMP, or IR zoned Lot   10 ft.   10 ft.   10 ft.   10 ft.   10 ft.   10 ft.","The same row serves side and rear — the table keys setbacks to the abutting zone, not to which lot line it is.","or/multnomah/portland/33.130.txt#L618,L649",or/multnomah/portland/33.130.txt
01627,agree,noted,or/multnomah/portland,CM1,setback_rear_ft [abuts_nonresidential_zone],0,0,feet,clear,True,"10 ft. where the lot line abuts an RF – RM4, RMP, or IR zoned lot","- Lot Line Abutting OS, RX, C, E, or I Zoned Lot   none   none   none   none   none   none",The cell prints 'none' rather than a figure; I read it as zero feet.,"or/multnomah/portland/33.130.txt#L618,L647",or/multnomah/portland/33.130.txt
01628,agree,,or/multnomah/portland,CM1,max_height_ft,35,35,feet,clear,True,,Base Height (see 33.130.210.B.1)   30 ft.   35 ft.   45 ft.   65 ft.   45 ft.   75 ft.,,"or/multnomah/portland/33.130.txt#L618,L627",or/multnomah/portland/33.130.txt
01629,agree,noted,or/multnomah/portland,CM1,max_far,1.5,1.5,"ratio (FAR, x to 1)",clear,True,"Bonus FAR per Table 130-3 (33.130.212), which CM1 is eligible for",Maximum FAR (see 33.130.205 and 33.130.212)   1 to 1 [1]   1.5 to 1   2.5 to 1   3 to 1   2.5 to 1   4 to 1,"Footnote [1] sits on the CR cell, not CM1, so it does not qualify this figure.","or/multnomah/portland/33.130.txt#L618,L619",or/multnomah/portland/33.130.txt
01630,agree,unclear+noted,or/multnomah/portland,CM1,max_coverage_pct,75,75,percent,unclear,True,85% in the Inner Pattern Area,"Max. Building Coverage (% of site area) - Inner Pattern Area 85% ... - Eastern, Western, and River Pattern Areas 75% (CM1 column)","CM1 has two coverage caps depending on the site's pattern area and the passage does not say which applies — I report the lower (binding) 75 percent, but 85 percent is equally printed for this zone.","or/multnomah/portland/33.130.txt#L618,L656-L657",or/multnomah/portland/33.130.txt
01631,agree,,or/multnomah/portland,CM1,min_landscaped_pct,15,15,percent,clear,True,,Min. Landscaped Area (% of site area) (see 33.130.225)   15%   15%   15%   15%   15%   None,,"or/multnomah/portland/33.130.txt#L618,L659",or/multnomah/portland/33.130.txt
01632,unscored,noted,or/multnomah/portland,CM1,orientation_constraint,entrance_only,,"enum (entrance rule, no figure)",inferred,True,,Location. At least one main entrance for each structure must: a. Be within 8 feet of the longest street-facing wall of the structure; and b. Either: (1) Face the street ... (2) Be at an angle of up to 45 degrees,"No figure exists for this standard — it is an enum; the passage binds only the main entrance and never fixes the building's long axis, and it sits in 33.130.250 General Requirements for Small Housing Types rather than in a zone column.",or/multnomah/portland/33.130.txt#L1713-L1719,or/multnomah/portland/33.130.txt
01633,agree,noted,or/multnomah/portland,CM2,parking_max_per_unit,1.35,1.35,spaces per unit,inferred,True,"No maximum under Standard B off a commercial/mixed use or multi-dwelling site | 1 per 2 units under Standard A, which Table 266-1 applies only in EX","Household Living ... Standard B: No maximum, except 1.35 per unit on sites that are in a commercial/mixed use or multi-dwelling zone. Houses, attached houses and duplexes are exempt.","CM2 is reached only through Table 266-1's 'C' row, and Standard B exempts 'houses, attached houses and duplexes' — a four-unit attached townhouse on unit lots may fall in that exemption.","or/multnomah/portland/33.266.txt#L139,L153-L155,L157,L159-L162",or/multnomah/portland/33.266.txt
01634,agree_alt,noted,or/multnomah/portland,CM2,open_space_min_sqft,48.0,36,sq ft per dwelling unit,inferred,True,"48 sq ft per dwelling unit on sites more than 20,000 sq ft | 10 percent of total site area as common area on a site with a congregate housing facility","On sites that are up to 20,000 square feet in total area, at least 36 square feet of outdoor area is required for each dwelling unit on the site","The CM2 table cell only says 'Yes'; the figure comes from 33.130.228.B.1 and is banded by site size, so 36 holds only up to 20,000 sq ft.","or/multnomah/portland/33.130.txt#L618,L663-L664,L1263-L1269",or/multnomah/portland/33.130.txt
01635,agree,noted,or/multnomah/portland,CM2,setback_front_ft,0,0,feet,clear,True,10 ft. where the street lot line abuts a selected Civic Corridor | 5 or 10 ft. where the street lot line is across a local street from an RF – RM2 or RMP zone (CM2 column),Min. Building Setbacks (see 33.130.215.B) - Street Lot Line   none   none   none   none   none   none,"The CM2 cell prints 'none', not a number — read as a zero-foot minimum; unlike CR and CM1, CM2 does pick up 5 or 10 ft across a local street from an RF–RM2 or RMP zone.","or/multnomah/portland/33.130.txt#L618,L640",or/multnomah/portland/33.130.txt
01636,agree,,or/multnomah/portland,CM2,setback_front_ft [civic_corridor],10,10,feet,clear,True,none for an ordinary street lot line | 5 or 10 ft. across a local street from an RF – RM2 or RMP zone,- Street Lot Line abutting selected Civic Corridors   10 ft.   10 ft.   10 ft.   10 ft.   10 ft.   10 ft.,,"or/multnomah/portland/33.130.txt#L618,L641",or/multnomah/portland/33.130.txt
01637,agree,,or/multnomah/portland,CM2,setback_front_max_ft,10,10,feet,clear,True,20 ft. where the street lot line abuts a Selected Civic Corridor,Max. Building Setbacks (see 33.130.215.C) - Street Lot Line   10 ft.   10 ft.   10 ft.   10 ft.   10 ft.   10 ft.,,"or/multnomah/portland/33.130.txt#L618,L651-L652",or/multnomah/portland/33.130.txt
01638,agree,noted,or/multnomah/portland,CM2,setback_side_ft,10,10,feet,inferred,True,"none where the lot line abuts an OS, RX, C, E, or I zoned lot","- Lot Line Abutting RF – RM4, RMP, or IR zoned Lot   10 ft.   10 ft.   10 ft.   10 ft.   10 ft.   10 ft.",Table 130-2 states no unconditional side setback — the row is keyed to the neighbour's zoning and does not distinguish side from rear.,"or/multnomah/portland/33.130.txt#L618,L649",or/multnomah/portland/33.130.txt
01639,agree,noted,or/multnomah/portland,CM2,setback_side_ft [abuts_nonresidential_zone],0,0,feet,clear,True,"10 ft. where the lot line abuts an RF – RM4, RMP, or IR zoned lot","- Lot Line Abutting OS, RX, C, E, or I Zoned Lot   none   none   none   none   none   none",The cell prints 'none' rather than a figure; I read it as zero feet.,"or/multnomah/portland/33.130.txt#L618,L647",or/multnomah/portland/33.130.txt
01640,agree,noted,or/multnomah/portland,CM2,setback_rear_ft,10,10,feet,inferred,True,"none where the lot line abuts an OS, RX, C, E, or I zoned lot (L647)","- Lot Line Abutting RF – RM4, RMP, or IR zoned Lot ... CM2 column: 10 ft.","Table 130-2 has no rear-setback row; it keys the interior setback on what the abutting lot is ZONED, so 10 ft applies only when the rear lot line abuts an RF-RM4, RMP or IR zoned lot.","or/multnomah/portland/33.130.txt#L618,L649",or/multnomah/portland/33.130.txt
01641,agree,noted,or/multnomah/portland,CM2,setback_rear_ft [abuts_nonresidential_zone],0,0,feet,inferred,True,"10 ft. where the lot line abuts an RF – RM4, RMP, or IR zoned Lot (L649)","- Lot Line Abutting OS, RX, C, E, or I Zoned Lot ... CM2 column: none","The cell prints the word ""none"", not a numeral; I read it as a zero-foot minimum. Row is keyed on the abutting zone, not on which lot line is the rear.","or/multnomah/portland/33.130.txt#L618,L647",or/multnomah/portland/33.130.txt
01642,agree,noted,or/multnomah/portland,CM2,max_height_ft,45,45,feet,clear,True,35 ft. within 25 ft. of a lot line abutting RF-R2.5 zones | 45 ft. within 25 ft. of a lot line abutting RM1 and RMP Zones | Bonus Height – See Table 130-3,Base Height (see 33.130.210.B.1) ... CM2 column: 45 ft.,"This is the BASE height; the table also carries step-down heights near residential zones and a bonus height in Table 130-3, so 45 ft is neither a floor nor an absolute ceiling on every site.","or/multnomah/portland/33.130.txt#L618,L627",or/multnomah/portland/33.130.txt
01643,agree,,or/multnomah/portland,CM2,max_far,2.5,2.5,ratio (2.5 to 1),clear,True,Bonus FAR – See Table 130-3,Maximum FAR (see 33.130.205 and 33.130.212) ... CM2 column: 2.5 to 1,,"or/multnomah/portland/33.130.txt#L618,L619",or/multnomah/portland/33.130.txt
01644,agree,unclear+noted,or/multnomah/portland,CM2,max_coverage_pct,85,85,percent,unclear,True,100% in the Inner Pattern Area,"Max. Building Coverage (% of site area) - Inner Pattern Area ... CM2: 100%; - Eastern, Western, and River Pattern Areas ... CM2: 85%","The cited lines state TWO coverage caps for CM2 and which one governs depends on the site's pattern area (100% Inner, 85% Eastern/Western/River); I report the lower one but cannot tell from the passage which was intended.","or/multnomah/portland/33.130.txt#L618,L656-L657",or/multnomah/portland/33.130.txt
01645,agree,,or/multnomah/portland,CM2,min_landscaped_pct,15,15,percent,clear,True,,Min. Landscaped Area (% of site area) (see 33.130.225) ... CM2 column: 15%,,"or/multnomah/portland/33.130.txt#L618,L659",or/multnomah/portland/33.130.txt
01646,unscored,noted,or/multnomah/portland,CM2,orientation_constraint,entrance_only,,enum (no figure stated),inferred,True,8 feet from the longest street-facing wall | 45 degrees of angle allowed,Location. At least one main entrance for each structure must: a. Be within 8 feet of the longest street-facing wall of the structure; and b. Either: (1) Face the street ... (2) Be at an angle of up to 45 degrees,"No figure exists for this enum; the marked lines bind the MAIN ENTRANCE only (it may face the street, sit up to 45 degrees off it, or open onto a porch) and never fix the building's long axis — and they sit under ""General Requirements for Small Housing Types"", whose reach over a 4-unit attached building the passage does not settle.",or/multnomah/portland/33.130.txt#L1713-L1719,or/multnomah/portland/33.130.txt
01647,agree,noted,or/multnomah/portland,CM2,min_density_du_per_acre,1450.0,1450,sq ft of site area per dwelling unit,clear,True,"1 unit per 1,000 sq. ft. of site area (CM3 column)","Minimum Density (see 33.130.207) ... CM2 column: 1 unit per 1,450 sq. ft. of site area","The standard is written as units per ACRE but the code states site area per unit — the inverse shape; 1,450 sq ft/unit is roughly 30 units per acre.","or/multnomah/portland/33.130.txt#L618,L624-L626",or/multnomah/portland/33.130.txt
01648,agree,noted,or/multnomah/portland,CM3,parking_max_per_unit,1.35,1.35,spaces per unit,inferred,True,"1 per 2 units under Standard A (EX zones) | No maximum for houses, attached houses and duplexes (exempt)","Household Living ... Standard B: No maximum, except 1.35 per unit on sites that are in a commercial/mixed use or multi-dwelling zone.","Reached in two hops — Table 266-1 sends C zones to Standard B, and Standard B's 1.35 applies because CM3 is a commercial/mixed use zone; the next line exempts ""houses, attached houses and duplexes"", which a 4-unit attached townhouse on unit lots could arguably be.","or/multnomah/portland/33.266.txt#L139,L153-L155,L157,L159-L162",or/multnomah/portland/33.266.txt
01649,agree_alt,noted,or/multnomah/portland,CM3,open_space_min_sqft,48.0,36,sq ft per dwelling unit,inferred,True,"48 square feet per dwelling unit on sites more than 20,000 square feet | 10 percent of total site area for a site with a congregate housing facility","On sites that are up to 20,000 square feet in total area, at least 36 square feet of outdoor area is required for each dwelling unit on the site","Banded on site size (36 sq ft/unit up to 20,000 sq ft, 48 above it); the table cell itself says only ""Yes"" for CM3 and the number comes from 33.130.228.","or/multnomah/portland/33.130.txt#L618,L663-L664,L1263-L1269",or/multnomah/portland/33.130.txt
01650,agree,noted,or/multnomah/portland,CM3,setback_front_ft,0,0,feet,inferred,True,10 ft. for a Street Lot Line abutting selected Civic Corridors | 5 or 10 ft. for a Street Lot Line across a local street from an RF – RM2 or RMP Zone,Min. Building Setbacks (see 33.130.215.B) - Street Lot Line ... CM3 column: none,"The cell prints the word ""none"", not a numeral; I read it as a zero-foot minimum.","or/multnomah/portland/33.130.txt#L618,L640",or/multnomah/portland/33.130.txt
01651,agree,,or/multnomah/portland,CM3,setback_front_ft [civic_corridor],10,10,feet,clear,True,none for an ordinary Street Lot Line | 5 or 10 ft. across a local street from an RF – RM2 or RMP Zone,- Street Lot Line abutting selected Civic Corridors ... CM3 column: 10 ft.,,"or/multnomah/portland/33.130.txt#L618,L641",or/multnomah/portland/33.130.txt
01652,agree,,or/multnomah/portland,CM3,setback_front_max_ft,10,10,feet,clear,True,20 ft. for a Street Lot Line Abutting Selected Civic Corridors,Max. Building Setbacks (see 33.130.215.C) - Street Lot Line ... CM3 column: 10 ft.,,"or/multnomah/portland/33.130.txt#L618,L651-L652",or/multnomah/portland/33.130.txt
01653,agree,noted,or/multnomah/portland,CM3,setback_side_ft,10,10,feet,inferred,True,"none where the lot line abuts an OS, RX, C, E, or I zoned lot (L647)","- Lot Line Abutting RF – RM4, RMP, or IR zoned Lot ... CM3 column: 10 ft.","Table 130-2 has no side-setback row; the interior setback is keyed on what the abutting lot is ZONED, so 10 ft holds only against an RF-RM4, RMP or IR zoned neighbour.","or/multnomah/portland/33.130.txt#L618,L649",or/multnomah/portland/33.130.txt
01654,agree,noted,or/multnomah/portland,CM3,setback_side_ft [abuts_nonresidential_zone],0,0,feet,inferred,True,"10 ft. where the lot line abuts an RF – RM4, RMP, or IR zoned Lot (L649)","- Lot Line Abutting OS, RX, C, E, or I Zoned Lot ... CM3 column: none","The cell prints the word ""none"", not a numeral; I read it as a zero-foot minimum.","or/multnomah/portland/33.130.txt#L618,L647",or/multnomah/portland/33.130.txt
01655,agree,noted,or/multnomah/portland,CM3,setback_rear_ft,10,10,feet,inferred,True,"none where the lot line abuts an OS, RX, C, E, or I zoned lot (L647)","- Lot Line Abutting RF – RM4, RMP, or IR zoned Lot ... CM3 column: 10 ft.",Same cell as the side setback — Table 130-2 does not separate side from rear; it separates lot lines by the abutting zone.,"or/multnomah/portland/33.130.txt#L618,L649",or/multnomah/portland/33.130.txt
01656,agree,noted,or/multnomah/portland,CM3,setback_rear_ft [abuts_nonresidential_zone],0,0,feet,inferred,True,"10 ft. where the lot line abuts an RF – RM4, RMP, or IR zoned Lot (L649)","- Lot Line Abutting OS, RX, C, E, or I Zoned Lot ... CM3 column: none","The cell prints the word ""none"", not a numeral; I read it as a zero-foot minimum.","or/multnomah/portland/33.130.txt#L618,L647",or/multnomah/portland/33.130.txt
01657,agree,noted,or/multnomah/portland,CM3,max_height_ft,65,65,feet,clear,True,35 ft. within 25 ft. of a lot line abutting RF-R2.5 zones | 45 ft. within 25 ft. of a lot line abutting RM1 and RMP Zones | Bonus Height – See Table 130-3,Base Height (see 33.130.210.B.1) ... CM3 column: 65 ft.,This is the BASE height; step-down heights near residential zones and a Table 130-3 bonus both move it.,"or/multnomah/portland/33.130.txt#L618,L627",or/multnomah/portland/33.130.txt
01658,agree,,or/multnomah/portland,CM3,max_far,3.0,3,ratio (3 to 1),clear,True,Bonus FAR – See Table 130-3,Maximum FAR (see 33.130.205 and 33.130.212) ... CM3 column: 3 to 1,,"or/multnomah/portland/33.130.txt#L618,L619",or/multnomah/portland/33.130.txt
01659,agree,unclear+noted,or/multnomah/portland,CM3,max_coverage_pct,85,85,percent,unclear,True,100% in the Inner Pattern Area,"Max. Building Coverage (% of site area) - Inner Pattern Area ... CM3: 100%; - Eastern, Western, and River Pattern Areas ... CM3: 85%",Two coverage caps are stated for CM3 and which governs depends on the site's pattern area; I report the lower one but the passage does not settle which was meant.,"or/multnomah/portland/33.130.txt#L618,L656-L657",or/multnomah/portland/33.130.txt
01660,agree,,or/multnomah/portland,CM3,min_landscaped_pct,15,15,percent,clear,True,,Min. Landscaped Area (% of site area) (see 33.130.225) ... CM3 column: 15%,,"or/multnomah/portland/33.130.txt#L618,L659",or/multnomah/portland/33.130.txt
01661,unscored,noted,or/multnomah/portland,CM3,orientation_constraint,entrance_only,,enum (no figure stated),inferred,True,8 feet from the longest street-facing wall | 45 degrees of angle allowed,Location. At least one main entrance for each structure must: a. Be within 8 feet of the longest street-facing wall of the structure; and b. Either: (1) Face the street ... (2) Be at an angle of up to 45 degrees,"No figure exists for this enum; the marked lines bind the MAIN ENTRANCE only and never fix the building's long axis, and they sit under ""General Requirements for Small Housing Types"", whose reach over a 4-unit attached building the passage does not settle.",or/multnomah/portland/33.130.txt#L1713-L1719,or/multnomah/portland/33.130.txt
01662,agree,noted,or/multnomah/portland,CM3,min_density_du_per_acre,1000.0,1000,sq ft of site area per dwelling unit,clear,True,"1 unit per 1,450 sq. ft. of site area (CM2 column)","Minimum Density (see 33.130.207) ... CM3 column: 1 unit per 1,000 sq. ft. of site area","The standard is written as units per ACRE but the code states site area per unit — the inverse shape; 1,000 sq ft/unit is roughly 43 units per acre.","or/multnomah/portland/33.130.txt#L618,L624-L626",or/multnomah/portland/33.130.txt
01663,agree,noted,or/multnomah/portland,CE,parking_max_per_unit,1.35,1.35,spaces per unit,inferred,True,"1 per 2 units under Standard A (EX zones) | No maximum for houses, attached houses and duplexes (exempt)","Household Living ... Standard B: No maximum, except 1.35 per unit on sites that are in a commercial/mixed use or multi-dwelling zone.","Reached in two hops — Table 266-1 sends C zones to Standard B, and Standard B's 1.35 applies because CE is a commercial/mixed use zone; the next line exempts ""houses, attached houses and duplexes"".","or/multnomah/portland/33.266.txt#L139,L153-L155,L157,L159-L162",or/multnomah/portland/33.266.txt
01664,agree_alt,noted,or/multnomah/portland,CE,open_space_min_sqft,48.0,36,sq ft per dwelling unit,inferred,True,"48 square feet per dwelling unit on sites more than 20,000 square feet | 10 percent of total site area for a site with a congregate housing facility","On sites that are up to 20,000 square feet in total area, at least 36 square feet of outdoor area is required for each dwelling unit on the site","Banded on site size (36 sq ft/unit up to 20,000 sq ft, 48 above it); the CE table cell says only ""Yes"" and the number comes from 33.130.228.","or/multnomah/portland/33.130.txt#L618,L663-L664,L1263-L1269",or/multnomah/portland/33.130.txt
01665,agree,noted,or/multnomah/portland,CE,setback_front_ft,0,0,feet,inferred,True,10 ft. for a Street Lot Line abutting selected Civic Corridors | 5 or 10 ft. for a Street Lot Line across a local street from an RF – RM2 or RMP Zone,Min. Building Setbacks (see 33.130.215.B) - Street Lot Line ... CE column: none,"The cell prints the word ""none"", not a numeral; I read it as a zero-foot minimum.","or/multnomah/portland/33.130.txt#L618,L640",or/multnomah/portland/33.130.txt
01666,agree,,or/multnomah/portland,CE,setback_front_ft [civic_corridor],10,10,feet,clear,True,none for an ordinary Street Lot Line | 5 or 10 ft. across a local street from an RF – RM2 or RMP Zone,- Street Lot Line abutting selected Civic Corridors ... CE column: 10 ft.,,"or/multnomah/portland/33.130.txt#L618,L641",or/multnomah/portland/33.130.txt
01667,agree,,or/multnomah/portland,CE,setback_front_max_ft,10,10,feet,clear,True,20 ft. for a Street Lot Line Abutting Selected Civic Corridors,Max. Building Setbacks (see 33.130.215.C) - Street Lot Line ... CE column: 10 ft.,,"or/multnomah/portland/33.130.txt#L618,L651-L652",or/multnomah/portland/33.130.txt
01668,agree,noted,or/multnomah/portland,CE,setback_side_ft,10,10,feet,inferred,True,"none where the lot line abuts an OS, RX, C, E, or I zoned lot (L647)","- Lot Line Abutting RF – RM4, RMP, or IR zoned Lot ... CE column: 10 ft.",Table 130-2 has no side-setback row; the interior setback is keyed on what the abutting lot is ZONED.,"or/multnomah/portland/33.130.txt#L618,L649",or/multnomah/portland/33.130.txt
01669,agree,noted,or/multnomah/portland,CE,setback_side_ft [abuts_nonresidential_zone],0,0,feet,inferred,True,"10 ft. where the lot line abuts an RF – RM4, RMP, or IR zoned Lot (L649)","- Lot Line Abutting OS, RX, C, E, or I Zoned Lot ... CE column: none","The cell prints the word ""none"", not a numeral; I read it as a zero-foot minimum.","or/multnomah/portland/33.130.txt#L618,L647",or/multnomah/portland/33.130.txt
01670,agree,noted,or/multnomah/portland,CE,setback_rear_ft,10,10,feet,inferred,True,"none where the lot line abuts an OS, RX, C, E, or I zoned lot (L647)","- Lot Line Abutting RF – RM4, RMP, or IR zoned Lot ... CE column: 10 ft.",Same cell as the side setback — Table 130-2 does not separate side from rear; it separates lot lines by the abutting zone.,"or/multnomah/portland/33.130.txt#L618,L649",or/multnomah/portland/33.130.txt
01671,agree,noted,or/multnomah/portland,CE,setback_rear_ft [abuts_nonresidential_zone],0,0,feet,inferred,True,"10 ft. where the lot line abuts an RF – RM4, RMP, or IR zoned Lot (L649)","- Lot Line Abutting OS, RX, C, E, or I Zoned Lot ... CE column: none","The cell prints the word ""none"", not a numeral; I read it as a zero-foot minimum.","or/multnomah/portland/33.130.txt#L618,L647",or/multnomah/portland/33.130.txt
01672,agree,noted,or/multnomah/portland,CE,max_height_ft,45,45,feet,clear,True,35 ft. within 25 ft. of a lot line abutting RF-R2.5 zones | 45 ft. within 25 ft. of a lot line abutting RM1 and RMP Zones | Bonus Height – See Table 130-3,Base Height (see 33.130.210.B.1) ... CE column: 45 ft.,This is the BASE height; step-down heights near residential zones and a Table 130-3 bonus both move it.,"or/multnomah/portland/33.130.txt#L618,L627",or/multnomah/portland/33.130.txt
01673,agree,,or/multnomah/portland,CE,max_far,2.5,2.5,ratio (2.5 to 1),clear,True,Bonus FAR – See Table 130-3,Maximum FAR (see 33.130.205 and 33.130.212) ... CE column: 2.5 to 1,,"or/multnomah/portland/33.130.txt#L618,L619",or/multnomah/portland/33.130.txt
01674,agree,unclear+noted,or/multnomah/portland,CE,max_coverage_pct,75,75,percent,unclear,True,85% in the Inner Pattern Area,"Max. Building Coverage (% of site area) - Inner Pattern Area ... CE: 85%; - Eastern, Western, and River Pattern Areas ... CE: 75%","Two coverage caps are stated for CE (85% Inner, 75% Eastern/Western/River) and which governs depends on the site's pattern area; note CE's numbers differ from CM2/CM3's 100/85, so a value copied from the neighbouring column would be wrong.","or/multnomah/portland/33.130.txt#L618,L656-L657",or/multnomah/portland/33.130.txt
01675,agree,,or/multnomah/portland,CE,min_landscaped_pct,15,15,percent,clear,True,,Min. Landscaped Area (% of site area) (see 33.130.225) ... CE column: 15%,,"or/multnomah/portland/33.130.txt#L618,L659",or/multnomah/portland/33.130.txt
01676,unscored,noted,or/multnomah/portland,CE,orientation_constraint,entrance_only,,enum (no figure stated),inferred,True,8 feet from the longest street-facing wall | 45 degrees of angle allowed,Location. At least one main entrance for each structure must: a. Be within 8 feet of the longest street-facing wall of the structure; and b. Either: (1) Face the street ... (2) Be at an angle of up to 45 degrees,"No figure exists for this enum; the marked lines bind the MAIN ENTRANCE only and never fix the building's long axis, and they sit under ""General Requirements for Small Housing Types"", whose reach over a 4-unit attached building the passage does not settle.",or/multnomah/portland/33.130.txt#L1713-L1719,or/multnomah/portland/33.130.txt
