layer,ref,mentions,binding,sources,sample,ruling
or/clackamas/happy-valley,16.3,3,0,16.63.land-divisions.txt,"Natural resource areas, including wetland areas, streams, wildlife habitat, and other areas identified by the City or natural resource regulatory agencies as re",
or/clackamas/happy-valley,16.4,3,0,16.63.land-divisions.txt 16.22.residential.txt,The procedures and application requirements under Chapter 16.63 (Land Divisions and Property Line Adjustments) and Article 16.4 (Community Design Standards) sha,
or/clackamas/happy-valley,16.51,3,0,16.12.definitions.txt,"For the purposes of Chapter 16.51, calculations, including coefficients and other pertinent data, made to determine the drainage plan with flow rates of water g",
or/clackamas/happy-valley,49,3,0,16.12.definitions.txt,"Hazardous Materials Table, in the Code of Federal Regulations (CFR), Title 49, Part 172.101.",
or/clackamas/lake-oswego,50.04.003.7,3,0,50.04.dimensional.txt,"The setbacks set forth in LOC § 50.04.001 may be adjusted or excepted by LOC § 50.05.010.4.b (Sensitive Lands Setback Modifications), LOC § 50.04.003.3 (General",
or/clackamas/milwaukie,14,3,0,19.300.base-zones.txt 19.200.definitions.txt,"means a ruling of the Planning Director regarding the applicability, scope, or effect of any provision of Titles 14, 17, and this title.",
or/clackamas/milwaukie,19.1007,3,0,19.300.base-zones.txt,"Upon receipt of the final development plan and program, phasing plan, and preliminary plat, where applicable, notice shall be given and the Planning Commission ",
or/clackamas/milwaukie,19.403,3,0,19.500.supplementary.txt,"The installation of a solar energy system on an historic resource that is designated either ""contributing"" or ""significant,"" per Section 19.403, shall follow th",
or/clackamas/milwaukie,19.609,3,0,19.500.supplementary.txt,d. See Section 19.609 for bicycle parking requirements.,
or/clackamas/milwaukie,19.911.4,3,0,19.300.base-zones.txt 19.500.supplementary.txt,"A Type II variance per Subsection 19.911.4.A, to further increase this lot coverage allowance, is prohibited.",
or/clackamas/oregon-city,10.32,3,0,17.zoning.txt,traffic sight obstruction requirements in Chapter 10.32 of,
or/clackamas/oregon-city,17.20.030,3,0,17.zoning.txt,"17.20.020, 17.20.030 Reserved.",
or/clackamas/rivergrove,6.300,3,0,rldo.composite.txt,Sections 6.300 through 6.340.,
or/clackamas/rivergrove,8.160,3,0,rldo.composite.txt,Section 8.160.,
or/clackamas/west-linn,36,3,0,13.r-5.txt 14.r-4.5.txt,"1. Manufactured dwelling park, subject to the provisions of Chapters 36 and 55 CDC.",
or/clackamas/wilsonville,13,3,0,4.planning.txt,"Functional Plan (UGMFP) relating to Title 3 Water Quality Resource Areas, and Title 13 Habitat",
or/clackamas/wilsonville,6.200,3,0,4.planning.txt,"undertake nuisance abatement as provided in WC 6.200 et seq. However, the owner of the",
or/multnomah/_unincorporated,215,3,0,39.efu.txt,Oregon Revised Statutes Chapter 215 and the,
or/multnomah/_unincorporated,24,3,0,33.100.txt 33.110.txt 33.140.txt,"Regulations. The use of barbed wire is regulated under Title 24, Building Regulations.",
or/multnomah/_unincorporated,26,3,0,33.100.txt 33.110.txt 33.140.txt,"D.                                            Reference to other regulations. Electrified fences are regulated under Title 26, Electrical",
or/multnomah/_unincorporated,33.270,3,0,33.110.txt,"Attached Duplex                                                                    Only in Planned Developments, See Chapter 33.270.",
or/multnomah/_unincorporated,33.445,3,0,33.100.txt 33.110.txt 33.140.txt,"B.                                                Historic resources. Demolition of historic resources is regulated by Chapter 33.445, Historic",
or/multnomah/_unincorporated,39.7020,3,0,39.efu.txt,MCC 39.7015 and MCC 39.7020:,
or/multnomah/_unincorporated,660,3,0,39.cfu.txt 39.efu.txt,"(OAR), Chapter 660, Division 6 (December,",
or/multnomah/gresham,10.0200,3,0,4.0100.residential.txt,4.                                     See Section 10.0200                      for setbacks of detached accessory structures and for setbacks of attached and d,
or/multnomah/gresham,7.0000,3,0,4.1100.downtown.txt 4.1200.civic-neighborhood.txt 7.0500.rockwood-design.txt,in Section 7.0000 for the determination of consistency with the guidelines and/or standards contained in this Code.,
or/multnomah/gresham,7.0003,3,0,4.0400.corridor.txt,which meet the thresholds described in Section 7.0003 will help to ensure that new buildings become,
or/multnomah/gresham,9.0822,3,0,4.1100.downtown.txt 4.1200.civic-neighborhood.txt 7.0400.middle-housing-design.txt,vehicular                                                    and pedestrian                                          required by Section 9.0822          (A)(8).,
or/multnomah/gresham,9.0840,3,0,4.1100.downtown.txt 4.1200.civic-neighborhood.txt 7.0500.rockwood-design.txt,pedestrian areas. Enclosing and                                                                                  area dimensions can be found in Section 9.0840 ,
or/multnomah/portland,29,3,0,33.910.definitions.txt 33.266.txt,"discarded vehicles is regulated by Section 29.20.010 of Title 29, Property and",
or/multnomah/portland,30,3,0,33.110.txt 33.120.txt,median family income or an affordability level established by Title 30 is stated in Table,
or/multnomah/portland,49,3,0,33.910.definitions.txt,"•                                            Hazardous Materials Table, in the Code of Federal Regulations (CFR), Title 49, Part 172.101,",
or,0.7,2,0,33.110.txt,- 3 total dwelling units [2]                                                                                 NA                            0.7 to 1             ,
or,1.012,2,0,4.planning.txt,"addition to those prescribed elsewhere in the Wilsonville Code, including Sections 1.012 and 1.013,",
or,1.20,2,0,17.zoning.txt,per OCMC 1.20 Civil Infractions and 1.24 Code Enforcement.,
or,1012.03,2,0,zdo.1012.txt,"In subdivisions, partitions, and replats in the VR-5/7, VR-4/5, and VTH Districts, lots and parcels shall comply with the maximum lot size standards of the appl",
or,1012.07,2,0,zdo.1012.txt,"Duplexes in the RA-1 District: In the RA-1 District, there is no minimum lot size for a lot or parcel to be developed with duplexes pursuant to Section 1203, Co",
or,12.02,2,0,17.10.r-7.2.txt 17.12.r-5.txt,"(3) Curbs and Sidewalks. Provide curbs, associated drainage, and sidewalks within the right-of-way or easement for public roads and streets. Improvements instal",
or,12.04,2,0,17.zoning.txt,"1. Chapter 12.04, Streets, Sidewalks and Public",
or,12.04.120,2,0,17.zoning.txt,"12.04 (except 12.04.120), 12.08, 16.12, 17.52 and 17.62.",
or,14.16.060,2,0,19.300.base-zones.txt 19.500.supplementary.txt,Section 14.16.060 Downtown Zones,
or,16.44.040,2,0,16.22.residential.txt,"Manufactured home parks, subject to the provisions of Section 16.44.040",
or,16.60,2,0,33.140.txt,the Renewable Fuel Standard (PCC Chapter 16.60 Motor Vehicle Fuels) is not,
or,16.61.010,2,0,16.63.land-divisions.txt,"Review of Preliminary Plat. Review of a preliminary plat that creates, removes, or adjusts lots or parcels shall be processed under Section 16.61.010 in accorda",
or,16.61.030,2,0,16.63.land-divisions.txt,"Document Requirements. For all partitions (three or fewer parcels), the application shall contain all of the information required for a Type II procedure under ",
or,16.69.010,2,0,16.22.residential.txt 16.63.land-divisions.txt,Temporary buildings for uses incidental to construction work subject to the provisions of Section 16.69.010—Such buildings shall be removed upon completion or a,
or,17.06.155,2,0,17.06.definitions.txt,"History: Ord. 1131 §2, 1990; Ord. 1515 §2 (Exh. B), 2022; Ord. 1535 §1 (Exh. A), 2024. Formerly 17.06.155.",
or,17.49.10,2,0,17.zoning.txt,"functional value listed in OCMC 17.49.10, as determined by",
or,17.78,2,0,17.10.r-7.2.txt 17.12.r-5.txt,(9) Home Occupations. Home occupations shall be subject to GMC Chapter 17.78 (Home Occupations).,
or,17.88.040,2,0,33.120.txt 33.130.txt,"Bureau of Transportation. See Section 17.88.040, Through Streets, of the Portland City",
or,18,2,0,19.200.definitions.txt 39.cfu.txt,Refer to Title 18 for definitions related to flood hazard areas.,
or,19.1006,2,0,19.300.base-zones.txt,"Detailed traffic report, analyzing existing traffic, traffic generation, turning movements, and impact on adjacent streets. Report shall recommend roadway impro",
or,19.162.030,2,0,19.13.definitions.txt 19.70.txt,“Multi-use pathway” means pathways for pedestrian and bicycle use. See FMC 19.162.030(A)(4). (Ord. 1-2024 § 1 (Att. A); Ord. 1-2022 § 1 (Att. A); Ord. 9-2019 § ,
or,19.170,2,0,19.120.txt 19.125.txt,H. Signs – see Chapter 19.170 FMC.,
or,19.400,2,0,19.500.supplementary.txt,Regulations for overlay zones or special areas in Chapter 19.400 may require an Accessory structure to be set back beyond the minimum side or rear yard requirem,
or,19.403.5,2,0,19.500.supplementary.txt,"For modification and expansion of existing buildings, replacement windows must match existing windows with respect to materials and dimensions. Alternatively, l",
or,19.440,2,0,19.30.txt 19.65.txt,"1. Development Site Area. The maximum development site area shall be eight acres, except that this standard shall not apply to parks and open space uses. Larger",
or,19.490.200,2,0,19.30.txt 19.65.txt,"1. Permitted Uses. Manufactured homes, prefabricated homes, manufactured home park manager’s office, home occupations, and accessory structures which are necess",
or,19.520,2,0,19.65.txt,"C. Variances. Variances will be made in accordance with Chapter 19.520 FMC. The standard may be varied to address topographic or other physical constraints, in ",
or,19.605,2,0,19.500.supplementary.txt,1. Automobile parking spaces per dwelling unit (maximum)           See MMC Section 19.605                                                                       ,
or,19.606.3,2,0,19.300.base-zones.txt 19.500.supplementary.txt,"Drive-Through Uses. For the purpose of this section, drive-through uses are not considered accessory uses and must be approved through a conditional use review ",
or,19.910.3,2,0,19.300.base-zones.txt,Manufactured dwelling park                                                                                    III                                               ,
or,197A,2,0,ors.197a.420.txt,"Source: Section 197A.420 — Duplexes; middle housing, https://www.­oregonlegislature.­gov/bills_laws/ors/ors197A.­html (accessed May 26, 2025).",
or,2.030,2,0,rldo.composite.txt,Section 2.030.  Development Permit Required.,
or,2.190,2,0,4.planning.txt,88. Director: The Planning Director as established in Section 2.190 of the Wilsonville Code. As,
or,235.450,2,0,235.410.txt 235.420.txt,B. Utilization of Diagram. The Building and Façade Standards by Street Type Table 235-5 outlines the building and façade standards applicable to individual parc,
or,29.30.160,2,0,33.910.definitions.txt,"29.30.160 of Title 29, Property and Maintenance Regulations. The unit may have a separate",
or,3.0239,2,0,4.1100.downtown.txt 7.0500.rockwood-design.txt,"be designed as a permanent and                                                                       Outdoor Commercial uses as deﬁned in Section 3.0239,  a re",
or,3.07.340,2,0,19.200.definitions.txt 3.0100.definitions.txt,"means wetlands of metropolitan concern, as shown on the Metro Water Quality and Flood Management Area map, and other wetlands added to the City's Natural Resour",
or,315,2,0,zdo.315.txt,"Section 315 is adopted to implement the policies of the Comprehensive Plan for Low Density Residential, Village Standard Lot Residential, Village Small Lot Resi",
or,321.257,2,0,39.muf.txt,"under ORS Chapter 321.257, a",
or,33.203,2,0,33.110.txt,"specific regulations in Chapters 33.203, 33.205, and 33.207 respectively.",
or,33.258.038,2,0,33.130.txt,"Subsection 33.258.038.B. If the applicant provides standard evidence from the list, the",
or,33.613,2,0,33.130.txt 33.150.txt,"Creation of new lots is subject to the regulations of Chapter 33.613, Lots in Commercial/Mixed",
or,33.614,2,0,33.140.txt,Lot size regulations are in Chapters 33.614 and 33.615.,
or,33.810,2,0,33.100.txt,"shown as open space.             See Chapter 33.810, Comprehensive Plan Amendments.",
or,34.400,2,0,40-41.residential.txt,Retirement Housing Facility C Subject to TDC 34.400,
or,34.800,2,0,40-41.residential.txt,religious worship. See TDC 34.800 Re-,
or,340.010,2,0,210.310.txt 220.310.txt,Manufactured Home (See Section 340.010)    Y     Y,
or,345,2,0,230.315.txt,(2) Food Pod. A food pod with four (4) or more mobile food units which meets the requirements of Section 345 and includes a pedestrian access plaza which meets ,
or,350,2,0,230.310.txt 235.390.txt,"(5)See Section 350 – Landscaping and Screening for a description of the landscape standards (i.e., L1, F2, etc.).",
or,350.045,2,0,235.390.txt,"B. Shared Parking. In addition, parking requirements in the Town Center Zone may be met by blending parking rates. Calculating parking stalls for a use may incl",
